"BoneID","Element","PhaseCode","Sex","TaxonCode"
"B10558","Ulna","ABL","Undet","susscrd"
"B10559","Ulna","ABL","Undet","susscrd"
"B1056","Os Cornu","AUE","Undet","bostaur"
"B10560","Ulna","ABL","Undet","susscrd"
"B10561","Ulna","ABL","Undet","susscrd"
"B10562","Ulna","ABL","Undet","susscrd"
"B10563","Ulna","ABL","Undet","susscrd"
"B10564","Ulna","ABL","Undet","susscrd"
"B10565","Ulna","ABL","Undet","susscrd"
"B10566","Astragalus","ABL","Undet","susscrf"
"B10567","Astragalus","ABL","Undet","susscrf"
"B10568","Astragalus","ABL","Undet","susscrf"
"B10569","Astragalus","ABL","Undet","susscrf"
"B1057","Os Cornu","AUE","Undet","bostaur"
"B10570","Astragalus","ABL","Undet","susscrf"
"B10571","Astragalus","ABL","Undet","susscrf"
"B10572","Astragalus","ABL","Undet","susscrf"
"B10573","Astragalus","ABL","Undet","susscrf"
"B10574","Astragalus","ABL","Undet","susscrf"
"B10575","Astragalus","ABL","Undet","susscrf"
"B10576","Astragalus","ABL","Undet","susscrf"
"B10577","Astragalus","ABL","Undet","susscrf"
"B10578","Astragalus","ABL","Undet","susscrf"
"B10579","Astragalus","ABL","Undet","susscrf"
"B1058","Os Cornu","AUE","Undet","bostaur"
"B10580","Astragalus","ABL","Undet","susscrf"
"B10581","Astragalus","ABL","Undet","susscrf"
"B10582","Astragalus","ABL","Undet","susscrf"
"B10583","Astragalus","ABL","Undet","susscrf"
"B10584","Astragalus","ABL","Undet","susscrf"
"B10585","Astragalus","ABL","Undet","susscrf"
"B10586","Astragalus","ABL","Undet","susscrf"
"B10587","Astragalus","ABL","Undet","susscrf"
"B10588","Astragalus","ABL","Undet","susscrf"
"B10589","Astragalus","ABL","Undet","susscrf"
"B1059","Os Cornu","AUE","Undet","bostaur"
"B10590","Astragalus","ABL","Undet","susscrf"
"B10591","Astragalus","ABL","Undet","susscrf"
"B10592","Astragalus","ABL","Undet","susscrf"
"B10593","Astragalus","ABL","Undet","susscrf"
"B10594","Atlas","ABL","Undet","susscrf"
"B10595","Atlas","ABL","Undet","susscrf"
"B10596","Atlas","ABL","Undet","susscrf"
"B10597","Atlas","ABL","Undet","susscrf"
"B10598","Atlas","ABL","Undet","susscrf"
"B10599","Atlas","ABL","Undet","susscrf"
"B1060","Os Cornu","AUE","Undet","bostaur"
"B10600","Atlas","ABL","Undet","susscrf"
"B10601","Atlas","ABL","Undet","susscrf"
"B10602","Atlas","ABL","Undet","susscrf"
"B10603","Atlas","ABL","Undet","susscrf"
"B10604","Atlas","ABL","Undet","susscrf"
"B10605","Atlas","ABL","Undet","susscrf"
"B10606","Atlas","ABL","Undet","susscrf"
"B10607","Atlas","ABL","Undet","susscrf"
"B10608","Atlas","ABL","Undet","susscrf"
"B10609","Axis","ABL","Undet","susscrf"
"B1061","Os Cornu","AUE","Undet","bostaur"
"B10610","Axis","ABL","Undet","susscrf"
"B10611","Axis","ABL","Undet","susscrf"
"B10612","Axis","ABL","Undet","susscrf"
"B10613","Axis","ABL","Undet","susscrf"
"B10614","Axis","ABL","Undet","susscrf"
"B10615","Axis","ABL","Undet","susscrf"
"B10616","Axis","ABL","Undet","susscrf"
"B10617","Axis","ABL","Undet","susscrf"
"B10618","Axis","ABL","Undet","susscrf"
"B10619","Axis","ABL","Undet","susscrf"
"B1062","Os Cornu","AUE","Undet","bostaur"
"B10620","Axis","ABL","Undet","susscrf"
"B10621","Calcaneus","ABL","Undet","susscrf"
"B10622","Calcaneus","ABL","Undet","susscrf"
"B10623","Calcaneus","ABL","Undet","susscrf"
"B10624","Calcaneus","ABL","Undet","susscrf"
"B10625","Calcaneus","ABL","Undet","susscrf"
"B10626","Calcaneus","ABL","Undet","susscrf"
"B10627","Calcaneus","ABL","Undet","susscrf"
"B10628","Calcaneus","ABL","Undet","susscrf"
"B10629","Calcaneus","ABL","Undet","susscrf"
"B1063","Os Cornu","AUE","Undet","bostaur"
"B10630","Calcaneus","ABL","Undet","susscrf"
"B10631","Calcaneus","ABL","Undet","susscrf"
"B10632","Calcaneus","ABL","Undet","susscrf"
"B10633","Calcaneus","ABL","Undet","susscrf"
"B10634","Calcaneus","ABL","Undet","susscrf"
"B10635","Femur","ABL","Undet","susscrf"
"B10636","Femur","ABL","Undet","susscrf"
"B10637","Femur","ABL","Undet","susscrf"
"B10638","Femur","ABL","Undet","susscrf"
"B10639","Femur","ABL","Undet","susscrf"
"B1064","Os Cornu","AUE","Undet","bostaur"
"B10640","Femur","ABL","Undet","susscrf"
"B10642","Femur","ABL","Undet","susscrf"
"B10643","Femur","ABL","Undet","susscrf"
"B10644","Femur","ABL","Undet","susscrf"
"B10645","Femur","ABL","Undet","susscrf"
"B10646","Femur","ABL","Undet","susscrf"
"B10647","Femur","ABL","Undet","susscrf"
"B10648","Femur","ABL","Undet","susscrf"
"B10649","Humerus","ABL","Undet","susscrf"
"B1065","Os Cornu","AUE","Undet","bostaur"
"B10650","Humerus","ABL","Undet","susscrf"
"B10651","Humerus","ABL","Undet","susscrf"
"B10652","Humerus","ABL","Undet","susscrf"
"B10653","Humerus","ABL","Undet","susscrf"
"B10654","Humerus","ABL","Undet","susscrf"
"B10655","Humerus","ABL","Undet","susscrf"
"B10656","Humerus","ABL","Undet","susscrf"
"B10657","Humerus","ABL","Undet","susscrf"
"B10658","Humerus","ABL","Undet","susscrf"
"B10659","Humerus","ABL","Undet","susscrf"
"B1066","Os Cornu","AUE","Undet","bostaur"
"B10660","Humerus","ABL","Undet","susscrf"
"B10661","Humerus","ABL","Undet","susscrf"
"B10662","Humerus","ABL","Undet","susscrf"
"B10663","Humerus","ABL","Undet","susscrf"
"B10664","Humerus","ABL","Undet","susscrf"
"B10665","Humerus","ABL","Undet","susscrf"
"B10666","Humerus","ABL","Undet","susscrf"
"B10667","Humerus","ABL","Undet","susscrf"
"B10668","Humerus","ABL","Undet","susscrf"
"B10669","Humerus","ABL","Undet","susscrf"
"B1067","Os Cornu","AUE","Undet","bostaur"
"B10670","Humerus","ABL","Undet","susscrf"
"B10671","Humerus","ABL","Undet","susscrf"
"B10672","Humerus","ABL","Undet","susscrf"
"B10673","Humerus","ABL","Undet","susscrf"
"B10674","Humerus","ABL","Undet","susscrf"
"B10675","Humerus","ABL","Undet","susscrf"
"B10676","Humerus","ABL","Undet","susscrf"
"B10677","Humerus","ABL","Undet","susscrf"
"B10678","Humerus","ABL","Undet","susscrf"
"B10679","Humerus","ABL","Undet","susscrf"
"B1068","Skull","AUE","Undet","canifam"
"B10680","Humerus","ABL","Undet","susscrf"
"B10681","Humerus","ABL","Undet","susscrf"
"B10682","Humerus","ABL","Undet","susscrf"
"B10683","Humerus","ABL","Undet","susscrf"
"B10684","Pelvis","ABL","Undet","susscrf"
"B10685","Pelvis","ABL","Undet","susscrf"
"B10686","Pelvis","ABL","Undet","susscrf"
"B10687","Pelvis","ABL","Undet","susscrf"
"B10688","Pelvis","ABL","Undet","susscrf"
"B10689","Pelvis","ABL","Undet","susscrf"
"B1069","Skull","AUE","Undet","canifam"
"B10690","Pelvis","ABL","Undet","susscrf"
"B10691","Pelvis","ABL","Undet","susscrf"
"B10692","Pelvis","ABL","Undet","susscrf"
"B10693","Pelvis","ABL","Undet","susscrf"
"B10694","Pelvis","ABL","Undet","susscrf"
"B10695","Pelvis","ABL","Undet","susscrf"
"B10696","Pelvis","ABL","Undet","susscrf"
"B10697","Pelvis","ABL","Undet","susscrf"
"B10698","Pelvis","ABL","Undet","susscrf"
"B10699","Pelvis","ABL","Undet","susscrf"
"B1070","Mandible","AUE","Undet","canifam"
"B10700","Pelvis","ABL","Undet","susscrf"
"B10701","Pelvis","ABL","Undet","susscrf"
"B10702","Pelvis","ABL","Undet","susscrf"
"B10703","Pelvis","ABL","Undet","susscrf"
"B10704","Pelvis","ABL","Undet","susscrf"
"B10705","Pelvis","ABL","Undet","susscrf"
"B10706","Pelvis","ABL","Undet","susscrf"
"B10707","Pelvis","ABL","Undet","susscrf"
"B10708","Pelvis","ABL","Undet","susscrf"
"B10709","Pelvis","ABL","Undet","susscrf"
"B1071","Mandible","AUE","Undet","canifam"
"B10710","Pelvis","ABL","Undet","susscrf"
"B10711","Pelvis","ABL","Undet","susscrf"
"B10712","Pelvis","ABL","Undet","susscrf"
"B10713","Pelvis","ABL","Undet","susscrf"
"B10715","PH1","ABL","Undet","susscrf"
"B10716","PH1","ABL","Undet","susscrf"
"B10717","PH1","ABL","Undet","susscrf"
"B10718","PH1","ABL","Undet","susscrf"
"B10719","PH1","ABL","Undet","susscrf"
"B10720","PH1","ABL","Undet","susscrf"
"B10721","PH1","ABL","Undet","susscrf"
"B10722","PH1","ABL","Undet","susscrf"
"B10723","PH1","ABL","Undet","susscrf"
"B10724","PH1","ABL","Undet","susscrf"
"B10725","PH1","ABL","Undet","susscrf"
"B10726","PH1","ABL","Undet","susscrf"
"B10727","PH1","ABL","Undet","susscrf"
"B10728","PH1","ABL","Undet","susscrf"
"B10729","PH1","ABL","Undet","susscrf"
"B10730","PH1","ABL","Undet","susscrf"
"B10731","PH1","ABL","Undet","susscrf"
"B10732","PH1","ABL","Undet","susscrf"
"B10733","PH1","ABL","Undet","susscrf"
"B10734","PH1","ABL","Undet","susscrf"
"B10735","PH1","ABL","Undet","susscrf"
"B10736","PH1","ABL","Undet","susscrf"
"B10737","PH1","ABL","Undet","susscrf"
"B10738","PH1","ABL","Undet","susscrf"
"B10739","PH1","ABL","Undet","susscrf"
"B10740","PH1","ABL","Undet","susscrf"
"B10741","PH1","ABL","Undet","susscrf"
"B10742","PH1","ABL","Undet","susscrf"
"B10743","PH1","ABL","Undet","susscrf"
"B10744","PH1","ABL","Undet","susscrf"
"B10745","PH1","ABL","Undet","susscrf"
"B10746","PH1","ABL","Undet","susscrf"
"B10747","PH1","ABL","Undet","susscrf"
"B10748","PH1","ABL","Undet","susscrf"
"B10749","PH1","ABL","Undet","susscrf"
"B10750","PH1","ABL","Undet","susscrf"
"B10751","PH1","ABL","Undet","susscrf"
"B10752","PH1","ABL","Undet","susscrf"
"B10753","PH1","ABL","Undet","susscrf"
"B10754","PH1","ABL","Undet","susscrf"
"B10755","PH1","ABL","Undet","susscrf"
"B10756","PH1","ABL","Undet","susscrf"
"B10757","PH1","ABL","Undet","susscrf"
"B10758","PH1","ABL","Undet","susscrf"
"B10759","PH1","ABL","Undet","susscrf"
"B10760","PH1","ABL","Undet","susscrf"
"B10761","PH1","ABL","Undet","susscrf"
"B10762","PH2","ABL","Undet","susscrf"
"B10763","PH2","ABL","Undet","susscrf"
"B10764","PH2","ABL","Undet","susscrf"
"B10765","PH2","ABL","Undet","susscrf"
"B10766","PH2","ABL","Undet","susscrf"
"B10767","PH2","ABL","Undet","susscrf"
"B10768","PH2","ABL","Undet","susscrf"
"B10769","PH2","ABL","Undet","susscrf"
"B10770","PH2","ABL","Undet","susscrf"
"B10771","PH2","ABL","Undet","susscrf"
"B10772","PH2","ABL","Undet","susscrf"
"B10773","PH2","ABL","Undet","susscrf"
"B10774","PH2","ABL","Undet","susscrf"
"B10775","PH2","ABL","Undet","susscrf"
"B10776","PH2","ABL","Undet","susscrf"
"B10777","PH2","ABL","Undet","susscrf"
"B10778","PH2","ABL","Undet","susscrf"
"B10779","PH2","ABL","Undet","susscrf"
"B10780","PH2","ABL","Undet","susscrf"
"B10781","PH2","ABL","Undet","susscrf"
"B10782","PH2","ABL","Undet","susscrf"
"B10783","PH2","ABL","Undet","susscrf"
"B10784","PH2","ABL","Undet","susscrf"
"B10785","PH2","ABL","Undet","susscrf"
"B10786","PH2","ABL","Undet","susscrf"
"B10787","PH2","ABL","Undet","susscrf"
"B10788","PH2","ABL","Undet","susscrf"
"B10789","PH2","ABL","Undet","susscrf"
"B10790","PH2","ABL","Undet","susscrf"
"B10791","PH2","ABL","Undet","susscrf"
"B10792","PH2","ABL","Undet","susscrf"
"B10793","PH2","ABL","Undet","susscrf"
"B10794","PH2","ABL","Undet","susscrf"
"B10795","PH2","ABL","Undet","susscrf"
"B10796","PH2","ABL","Undet","susscrf"
"B10797","PH2","ABL","Undet","susscrf"
"B10798","PH2","ABL","Undet","susscrf"
"B10799","PH2","ABL","Undet","susscrf"
"B10800","PH2","ABL","Undet","susscrf"
"B10801","PH2","ABL","Undet","susscrf"
"B10802","PH2","ABL","Undet","susscrf"
"B10803","PH2","ABL","Undet","susscrf"
"B10804","PH3","ABL","Undet","susscrf"
"B10805","PH3","ABL","Undet","susscrf"
"B10806","PH3","ABL","Undet","susscrf"
"B10807","PH3","ABL","Undet","susscrf"
"B10808","PH3","ABL","Undet","susscrf"
"B10809","PH3","ABL","Undet","susscrf"
"B10810","PH3","ABL","Undet","susscrf"
"B10811","PH3","ABL","Undet","susscrf"
"B10812","PH3","ABL","Undet","susscrf"
"B10813","PH3","ABL","Undet","susscrf"
"B10814","PH3","ABL","Undet","susscrf"
"B10815","PH3","ABL","Undet","susscrf"
"B10816","PH3","ABL","Undet","susscrf"
"B10817","PH3","ABL","Undet","susscrf"
"B10818","PH3","ABL","Undet","susscrf"
"B10819","PH3","ABL","Undet","susscrf"
"B10820","PH3","ABL","Undet","susscrf"
"B10821","PH3","ABL","Undet","susscrf"
"B10822","PH3","ABL","Undet","susscrf"
"B10823","PH3","ABL","Undet","susscrf"
"B10824","PH3","ABL","Undet","susscrf"
"B10825","PH3","ABL","Undet","susscrf"
"B10826","PH3","ABL","Undet","susscrf"
"B10827","PH3","ABL","Undet","susscrf"
"B10828","PH3","ABL","Undet","susscrf"
"B10829","PH3","ABL","Undet","susscrf"
"B10830","PH3","ABL","Undet","susscrf"
"B10831","PH3","ABL","Undet","susscrf"
"B10832","PH3","ABL","Undet","susscrf"
"B10833","Radius","ABL","Undet","susscrf"
"B10834","Radius","ABL","Undet","susscrf"
"B10835","Radius","ABL","Undet","susscrf"
"B10836","Radius","ABL","Undet","susscrf"
"B10837","Radius","ABL","Undet","susscrf"
"B10838","Radius","ABL","Undet","susscrf"
"B10839","Radius","ABL","Undet","susscrf"
"B10840","Radius","ABL","Undet","susscrf"
"B10841","Radius","ABL","Undet","susscrf"
"B10842","Radius","ABL","Undet","susscrf"
"B10843","Radius","ABL","Undet","susscrf"
"B10844","Radius","ABL","Undet","susscrf"
"B10845","Radius","ABL","Undet","susscrf"
"B10846","Radius","ABL","Undet","susscrf"
"B10847","Radius","ABL","Undet","susscrf"
"B10848","Radius","ABL","Undet","susscrf"
"B10850","Radius","ABL","Undet","susscrf"
"B10851","Radius","ABL","Undet","susscrf"
"B10852","Radius","ABL","Undet","susscrf"
"B10853","Radius","ABL","Undet","susscrf"
"B10854","Radius","ABL","Undet","susscrf"
"B10855","Radius","ABL","Undet","susscrf"
"B10856","Radius","ABL","Undet","susscrf"
"B10857","Radius","ABL","Undet","susscrf"
"B10858","Radius","ABL","Undet","susscrf"
"B10859","Radius","ABL","Undet","susscrf"
"B10860","Radius","ABL","Undet","susscrf"
"B10861","Radius","ABL","Undet","susscrf"
"B10862","Radius","ABL","Undet","susscrf"
"B10863","Radius","ABL","Undet","susscrf"
"B10864","Radius","ABL","Undet","susscrf"
"B10865","Radius","ABL","Undet","susscrf"
"B10866","Radius","ABL","Undet","susscrf"
"B10867","Radius","ABL","Undet","susscrf"
"B10868","Radius","ABL","Undet","susscrf"
"B10869","Radius","ABL","Undet","susscrf"
"B10870","Radius","ABL","Undet","susscrf"
"B10871","Radius","ABL","Undet","susscrf"
"B10872","Radius","ABL","Undet","susscrf"
"B10873","Radius","ABL","Undet","susscrf"
"B10874","Sacrum","ABL","Undet","susscrf"
"B10875","Sacrum","ABL","Undet","susscrf"
"B10876","Sacrum","ABL","Undet","susscrf"
"B10877","Sacrum","ABL","Undet","susscrf"
"B10878","Sacrum","ABL","Undet","susscrf"
"B10879","Sacrum","ABL","Undet","susscrf"
"B10880","Sacrum","ABL","Undet","susscrf"
"B10881","Scapula","ABL","Undet","susscrf"
"B10882","Scapula","ABL","Undet","susscrf"
"B10883","Scapula","ABL","Undet","susscrf"
"B10884","Scapula","ABL","Undet","susscrf"
"B10885","Scapula","ABL","Undet","susscrf"
"B10886","Scapula","ABL","Undet","susscrf"
"B10887","Scapula","ABL","Undet","susscrf"
"B10888","Scapula","ABL","Undet","susscrf"
"B10889","Scapula","ABL","Undet","susscrf"
"B10890","Scapula","ABL","Undet","susscrf"
"B10891","Scapula","ABL","Undet","susscrf"
"B10892","Scapula","ABL","Undet","susscrf"
"B10893","Scapula","ABL","Undet","susscrf"
"B10894","Scapula","ABL","Undet","susscrf"
"B10895","Scapula","ABL","Undet","susscrf"
"B10896","Scapula","ABL","Undet","susscrf"
"B10897","Scapula","ABL","Undet","susscrf"
"B10898","Scapula","ABL","Undet","susscrf"
"B10899","Scapula","ABL","Undet","susscrf"
"B10900","Scapula","ABL","Undet","susscrf"
"B10901","Scapula","ABL","Undet","susscrf"
"B10902","Scapula","ABL","Undet","susscrf"
"B10903","Scapula","ABL","Undet","susscrf"
"B10904","Scapula","ABL","Undet","susscrf"
"B10905","Scapula","ABL","Undet","susscrf"
"B10906","Scapula","ABL","Undet","susscrf"
"B10907","Scapula","ABL","Undet","susscrf"
"B10908","Scapula","ABL","Undet","susscrf"
"B10909","Scapula","ABL","Undet","susscrf"
"B10910","Scapula","ABL","Undet","susscrf"
"B10911","Scapula","ABL","Undet","susscrf"
"B10912","Scapula","ABL","Undet","susscrf"
"B10913","Scapula","ABL","Undet","susscrf"
"B10914","Scapula","ABL","Undet","susscrf"
"B10915","Scapula","ABL","Undet","susscrf"
"B10916","Scapula","ABL","Undet","susscrf"
"B10917","Scapula","ABL","Undet","susscrf"
"B10918","Scapula","ABL","Undet","susscrf"
"B10919","Scapula","ABL","Undet","susscrf"
"B10920","Scapula","ABL","Undet","susscrf"
"B10921","Scapula","ABL","Undet","susscrf"
"B10922","Scapula","ABL","Undet","susscrf"
"B10923","Tibia","ABL","Undet","susscrf"
"B10924","Tibia","ABL","Undet","susscrf"
"B10925","Tibia","ABL","Undet","susscrf"
"B10926","Tibia","ABL","Undet","susscrf"
"B10927","Tibia","ABL","Undet","susscrf"
"B10928","Tibia","ABL","Undet","susscrf"
"B10929","Tibia","ABL","Undet","susscrf"
"B10930","Tibia","ABL","Undet","susscrf"
"B10931","Tibia","ABL","Undet","susscrf"
"B10932","Tibia","ABL","Undet","susscrf"
"B10933","Tibia","ABL","Undet","susscrf"
"B10934","Tibia","ABL","Undet","susscrf"
"B10935","Tibia","ABL","Undet","susscrf"
"B10936","Tibia","ABL","Undet","susscrf"
"B10937","Tibia","ABL","Undet","susscrf"
"B10938","Tibia","ABL","Undet","susscrf"
"B10939","Tibia","ABL","Undet","susscrf"
"B10940","Tibia","ABL","Undet","susscrf"
"B10941","Tibia","ABL","Undet","susscrf"
"B10942","Tibia","ABL","Undet","susscrf"
"B10943","Tibia","ABL","Undet","susscrf"
"B10944","Tibia","ABL","Undet","susscrf"
"B10945","Tibia","ABL","Undet","susscrf"
"B10946","Tibia","ABL","Undet","susscrf"
"B10947","Tibia","ABL","Undet","susscrf"
"B10948","Tibia","ABL","Undet","susscrf"
"B10949","Tibia","ABL","Undet","susscrf"
"B10950","Tibia","ABL","Undet","susscrf"
"B10951","Tibia","ABL","Undet","susscrf"
"B10952","Tibia","ABL","Undet","susscrf"
"B10953","Tibia","ABL","Undet","susscrf"
"B10954","Tibia","ABL","Undet","susscrf"
"B10955","Tibia","ABL","Undet","susscrf"
"B10956","Tibia","ABL","Undet","susscrf"
"B10957","Tibia","ABL","Undet","susscrf"
"B10958","Ulna","ABL","Undet","susscrf"
"B10960","Ulna","ABL","Undet","susscrf"
"B10961","Ulna","ABL","Undet","susscrf"
"B10962","Ulna","ABL","Undet","susscrf"
"B10963","Ulna","ABL","Undet","susscrf"
"B10964","Ulna","ABL","Undet","susscrf"
"B10965","Ulna","ABL","Undet","susscrf"
"B10966","Ulna","ABL","Undet","susscrf"
"B10967","Ulna","ABL","Undet","susscrf"
"B10968","Ulna","ABL","Undet","susscrf"
"B10969","Ulna","ABL","Undet","susscrf"
"B10970","Ulna","ABL","Undet","susscrf"
"B10971","Scapula","RADW","Undet","bostaur"
"B10972","Scapula","RADW","Undet","bostaur"
"B10973","Ulna","RADW","Undet","bostaur"
"B10974","Calcaneus","RADW","Undet","canifam"
"B10975","Calcaneus","RADW","Undet","canifam"
"B10976","Femur","RADW","Undet","canifam"
"B10977","Femur","RADW","Undet","canifam"
"B10978","Femur","RADW","Undet","canifam"
"B10979","Femur","RADW","Undet","canifam"
"B10980","Humerus","RADW","Undet","canifam"
"B10981","Humerus","RADW","Undet","canifam"
"B10982","Radius","RADW","Undet","canifam"
"B10983","Radius","RADW","Undet","canifam"
"B10984","Radius","RADW","Undet","canifam"
"B10985","Scapula","RADW","Undet","canifam"
"B10986","Scapula","RADW","Undet","canifam"
"B10987","Tibia","RADW","Undet","canifam"
"B10988","Tibia","RADW","Undet","canifam"
"B10989","Tibia","RADW","Undet","canifam"
"B10990","Ulna","RADW","Undet","canifam"
"B10991","Ulna","RADW","Undet","canifam"
"B10992","PH2","RADW","Undet","equucab"
"B10993","PH2","RADW","Undet","equucab"
"B10994","PH2","RADW","Undet","equucab"
"B10995","Scapula","RADW","Undet","susscrd"
"B10996","Scapula","RADW","Undet","susscrd"
"B10997","Scapula","RADW","Undet","susscrd"
"B10998","Calcaneus","POGJ","Undet","bostaur"
"B10999","Calcaneus","POGJ","Undet","bostaur"
"B11000","PH1","POGJ","Undet","bostaur"
"B11001","PH1","POGJ","Undet","bostaur"
"B11002","PH1","POGJ","Undet","bostaur"
"B11003","PH1","POGJ","Undet","bostaur"
"B11004","PH1","POGJ","Undet","bostaur"
"B11005","PH2","POGJ","Undet","bostaur"
"B11006","PH2","POGJ","Undet","bostaur"
"B11007","PH2","POGJ","Undet","bostaur"
"B11008","PH2","POGJ","Undet","bostaur"
"B11009","PH3","POGJ","Undet","bostaur"
"B11010","PH3","POGJ","Undet","bostaur"
"B11011","Mandible","POGJ","Undet","susscrd"
"B11012","Astragalus","BRNK","Undet","bostaur"
"B11013","Astragalus","BRNK","Undet","bostaur"
"B11014","Metacarpal","BRNK","Undet","bostaur"
"B11015","PH2","BRNK","Undet","bostaur"
"B11016","PH3","BRNK","Undet","bostaur"
"B11017","Tibia","BRNK","Undet","bostaur"
"B11018","Astragalus","BRNK","Undet","caprhir"
"B11019","Calcaneus","MRO","Undet","bostaur"
"B11020","Humerus","MRO","Undet","bostaur"
"B11021","Humerus","MRO","Undet","bostaur"
"B11022","Humerus","MRO","Undet","bostaur"
"B11023","Mandible","MRO","Undet","bostaur"
"B11024","Mandible","MRO","Undet","bostaur"
"B11025","Mandible","MRO","Undet","bostaur"
"B11026","Mandible","MRO","Undet","bostaur"
"B11027","Metacarpal","MRO","Female","bostaur"
"B11028","Metacarpal","MRO","Undet","bostaur"
"B11029","Metatarsal","MRO","Undet","bostaur"
"B11030","Metatarsal","MRO","Undet","bostaur"
"B11031","Metatarsal","MRO","Undet","bostaur"
"B11032","Os Centrotarsale","MRO","Undet","bostaur"
"B11033","PH1","MRO","Undet","bostaur"
"B11034","PH1","MRO","Undet","bostaur"
"B11035","PH2","MRO","Undet","bostaur"
"B11036","Radius","MRO","Undet","bostaur"
"B11037","Radius","MRO","Undet","bostaur"
"B11038","Scapula","MRO","Undet","bostaur"
"B11039","Scapula","MRO","Undet","bostaur"
"B11040","Tibia","MRO","Undet","bostaur"
